Image,Width,Height,Sigma,Tmin,Tmax,Host_Time_ms,Device_Time_ms,Speedup
jetplane.pgm,512,512,1.0,50,130,29.722015,1.423712,20.87
jetplane.pgm,512,512,1.0,60,80,30.973057,1.447904,21.39
jetplane.pgm,512,512,1.0,60,90,31.112928,1.421440,21.88
jetplane.pgm,512,512,1.0,60,100,29.987648,1.439808,20.82
jetplane.pgm,512,512,1.0,60,110,30.828928,1.427296,21.59
jetplane.pgm,512,512,1.0,60,120,31.120895,1.426208,21.82
jetplane.pgm,512,512,1.0,60,130,29.620960,1.450304,20.42
jetplane.pgm,512,512,1.0,70,80,31.034624,1.432160,21.66
jetplane.pgm,512,512,1.0,70,90,31.031136,1.431136,21.68
jetplane.pgm,512,512,1.0,70,100,36.511681,1.439296,25.36
jetplane.pgm,512,512,1.0,70,110,37.414623,1.425312,26.25
jetplane.pgm,512,512,1.0,70,120,30.993055,1.437984,21.55
jetplane.pgm,512,512,1.0,70,130,30.674208,1.446112,21.21
jetplane.pgm,512,512,1.25,20,80,31.065056,1.453984,21.36
jetplane.pgm,512,512,1.25,20,90,34.646336,1.450528,23.88
jetplane.pgm,512,512,1.25,20,100,29.823584,1.414080,21.09
jetplane.pgm,512,512,1.25,20,110,37.218910,1.566656,23.75
jetplane.pgm,512,512,1.25,20,120,30.680799,1.428128,21.48
jetplane.pgm,512,512,1.25,20,130,31.237375,1.436832,21.74
jetplane.pgm,512,512,1.25,30,80,29.830145,1.421248,20.98
jetplane.pgm,512,512,1.25,30,90,30.132223,1.431808,21.04
jetplane.pgm,512,512,1.25,30,100,29.902399,1.416960,21.10
jetplane.pgm,512,512,1.25,30,110,30.827648,1.433824,21.50
jetplane.pgm,512,512,1.25,30,120,31.133568,1.438720,21.63
jetplane.pgm,512,512,1.25,30,130,29.778751,1.417344,21.01
jetplane.pgm,512,512,1.25,40,80,31.001760,1.429440,21.68
jetplane.pgm,512,512,1.25,40,90,31.038912,1.446272,21.46
jetplane.pgm,512,512,1.25,40,100,31.099936,1.440576,21.58
jetplane.pgm,512,512,1.25,40,110,31.202463,1.414272,22.06
jetplane.pgm,512,512,1.25,40,120,31.024000,1.446944,21.44
jetplane.pgm,512,512,1.25,40,130,37.709122,1.430016,26.36
jetplane.pgm,512,512,1.25,50,80,30.241535,1.419776,21.30
jetplane.pgm,512,512,1.25,50,90,31.099712,1.445888,21.50
jetplane.pgm,512,512,1.25,50,100,35.532703,1.462848,24.29
jetplane.pgm,512,512,1.25,50,110,30.566336,1.422240,21.49
jetplane.pgm,512,512,1.25,50,120,31.076000,1.429184,21.74
jetplane.pgm,512,512,1.25,50,130,31.145824,1.459488,21.34
jetplane.pgm,512,512,1.25,60,80,38.253407,1.440512,26.55
jetplane.pgm,512,512,1.25,60,90,30.997952,1.473504,21.03
jetplane.pgm,512,512,1.25,60,100,36.540001,1.438880,25.39
jetplane.pgm,512,512,1.25,60,110,30.873695,1.426624,21.64
jetplane.pgm,512,512,1.25,60,120,30.987137,1.425792,21.73
jetplane.pgm,512,512,1.25,60,130,30.951136,1.435424,21.56
jetplane.pgm,512,512,1.25,70,80,31.217920,1.460064,21.38
jetplane.pgm,512,512,1.25,70,90,30.955008,1.436864,21.54
jetplane.pgm,512,512,1.25,70,100,30.897823,1.459744,21.16
jetplane.pgm,512,512,1.25,70,110,30.322048,1.440032,21.05
jetplane.pgm,512,512,1.25,70,120,34.871807,1.463392,23.82
jetplane.pgm,512,512,1.25,70,130,30.104576,1.413024,21.30
jetplane.pgm,512,512,1.5,20,80,30.171167,1.410592,21.38
jetplane.pgm,512,512,1.5,20,90,30.918337,1.431584,21.59
jetplane.pgm,512,512,1.5,20,100,31.142336,1.434528,21.70
jetplane.pgm,512,512,1.5,20,110,37.583839,1.455232,25.82
jetplane.pgm,512,512,1.5,20,120,29.653185,1.411008,21.01
jetplane.pgm,512,512,1.5,20,130,31.060640,1.432640,21.68
jetplane.pgm,512,512,1.5,30,80,31.244225,1.436800,21.74
jetplane.pgm,512,512,1.5,30,90,30.932224,1.458208,21.21
jetplane.pgm,512,512,1.5,30,100,29.880800,1.432608,20.85
jetplane.pgm,512,512,1.5,30,110,29.888832,1.424480,20.98
jetplane.pgm,512,512,1.5,30,120,31.151424,1.437632,21.66
jetplane.pgm,512,512,1.5,30,130,29.848000,1.431968,20.84
jetplane.pgm,512,512,1.5,40,80,31.696768,1.423488,22.26
jetplane.pgm,512,512,1.5,40,90,29.641792,1.422752,20.83
jetplane.pgm,512,512,1.5,40,100,29.758432,1.434752,20.74
jetplane.pgm,512,512,1.5,40,110,29.951456,1.440384,20.79
jetplane.pgm,512,512,1.5,40,120,31.113632,1.421952,21.88
jetplane.pgm,512,512,1.5,40,130,37.350849,1.471744,25.37
jetplane.pgm,512,512,1.5,50,80,29.984447,1.434688,20.89
jetplane.pgm,512,512,1.5,50,90,29.784416,1.443008,20.64
jetplane.pgm,512,512,1.5,50,100,30.924353,1.450016,21.32
jetplane.pgm,512,512,1.5,50,110,30.063072,1.418304,21.19
jetplane.pgm,512,512,1.5,50,120,29.971264,1.416288,21.16
jetplane.pgm,512,512,1.5,50,130,31.114431,1.432768,21.71
jetplane.pgm,512,512,1.5,60,80,31.011648,1.444256,21.47
jetplane.pgm,512,512,1.5,60,90,29.715456,1.418688,20.94
jetplane.pgm,512,512,1.5,60,100,30.854719,1.439808,21.42
jetplane.pgm,512,512,1.5,60,110,30.047840,1.415968,21.22
jetplane.pgm,512,512,1.5,60,120,29.637344,1.451744,20.41
jetplane.pgm,512,512,1.5,60,130,38.242146,1.446464,26.43
jetplane.pgm,512,512,1.5,70,80,29.985121,1.405504,21.33
jetplane.pgm,512,512,1.5,70,90,30.972063,1.450496,21.35
jetplane.pgm,512,512,1.5,70,100,30.112576,1.425696,21.12
jetplane.pgm,512,512,1.5,70,110,29.821472,1.433024,20.81
jetplane.pgm,512,512,1.5,70,120,29.733824,1.426912,20.83
jetplane.pgm,512,512,1.5,70,130,30.575775,1.462336,20.90
jetplane.pgm,512,512,1.75,20,80,30.919712,1.442624,21.43
jetplane.pgm,512,512,1.75,20,90,31.113056,1.449952,21.45
jetplane.pgm,512,512,1.75,20,100,29.645216,1.408960,21.04
jetplane.pgm,512,512,1.75,20,110,36.030655,1.439200,25.03
jetplane.pgm,512,512,1.75,20,120,29.932896,1.411616,21.20
jetplane.pgm,512,512,1.75,20,130,30.839487,1.449312,21.27
jetplane.pgm,512,512,1.75,30,80,30.987425,1.436448,21.57
jetplane.pgm,512,512,1.75,30,90,29.813087,1.427712,20.88
jetplane.pgm,512,512,1.75,30,100,29.820353,1.409824,21.15
jetplane.pgm,512,512,1.75,30,110,37.873055,1.436736,26.36
jetplane.pgm,512,512,1.75,30,120,29.669855,1.421472,20.87
jetplane.pgm,512,512,1.75,30,130,29.892256,1.415968,21.11
jetplane.pgm,512,512,1.75,40,80,30.739008,1.421888,21.61
jetplane.pgm,512,512,1.75,40,90,30.799168,1.450976,21.22
jetplane.pgm,512,512,1.75,40,100,37.050690,1.451680,25.52
jetplane.pgm,512,512,1.75,40,110,37.221790,1.428672,26.05
jetplane.pgm,512,512,1.75,40,120,30.138464,1.433024,21.03
jetplane.pgm,512,512,1.75,40,130,30.141697,1.454688,20.72
jetplane.pgm,512,512,1.75,50,80,30.185120,1.441984,20.93
jetplane.pgm,512,512,1.75,50,90,29.831425,1.413024,21.11
jetplane.pgm,512,512,1.75,50,100,36.498753,1.433856,25.45
jetplane.pgm,512,512,1.75,50,110,30.893057,1.435296,21.52
jetplane.pgm,512,512,1.75,50,120,30.035168,1.435360,20.92
jetplane.pgm,512,512,1.75,50,130,30.235840,1.424384,21.22
jetplane.pgm,512,512,1.75,60,80,30.121056,1.446016,20.83
jetplane.pgm,512,512,1.75,60,90,30.846432,1.419360,21.73
jetplane.pgm,512,512,1.75,60,100,29.794209,1.448000,20.57
jetplane.pgm,512,512,1.75,60,110,30.717440,1.422560,21.59
jetplane.pgm,512,512,1.75,60,120,29.904768,1.445952,20.68
jetplane.pgm,512,512,1.75,60,130,31.225216,1.417664,22.02
jetplane.pgm,512,512,1.75,70,80,31.222273,1.458624,21.40
jetplane.pgm,512,512,1.75,70,90,29.626623,1.432608,20.68
jetplane.pgm,512,512,1.75,70,100,36.742622,1.430304,25.68
jetplane.pgm,512,512,1.75,70,110,29.889631,1.428096,20.92
jetplane.pgm,512,512,1.75,70,120,31.158527,1.420224,21.93
jetplane.pgm,512,512,1.75,70,130,30.254145,1.462336,20.68
jetplane.pgm,512,512,2.0,20,80,29.720224,1.412032,21.04
jetplane.pgm,512,512,2.0,20,90,37.242111,1.547072,24.07
jetplane.pgm,512,512,2.0,20,100,29.698240,1.422880,20.87
jetplane.pgm,512,512,2.0,20,110,31.040001,1.446848,21.45
jetplane.pgm,512,512,2.0,20,120,31.172224,1.425280,21.87
jetplane.pgm,512,512,2.0,20,130,30.997120,1.433984,21.61
jetplane.pgm,512,512,2.0,30,80,29.946943,1.425952,21.00
jetplane.pgm,512,512,2.0,30,90,31.088192,1.450336,21.43
jetplane.pgm,512,512,2.0,30,100,29.826271,1.427328,20.89
jetplane.pgm,512,512,2.0,30,110,36.183136,1.440736,25.11
jetplane.pgm,512,512,2.0,30,120,30.918560,1.416416,21.82
jetplane.pgm,512,512,2.0,30,130,31.164225,1.448992,21.50
jetplane.pgm,512,512,2.0,40,80,30.802431,1.444608,21.32
jetplane.pgm,512,512,2.0,40,90,29.650400,1.416608,20.93
jetplane.pgm,512,512,2.0,40,100,31.267712,1.422880,21.97
jetplane.pgm,512,512,2.0,40,110,31.360640,1.455616,21.54
jetplane.pgm,512,512,2.0,40,120,29.976416,1.448544,20.69
jetplane.pgm,512,512,2.0,40,130,30.072224,1.455552,20.66
jetplane.pgm,512,512,2.0,50,80,31.068417,1.434048,21.66
jetplane.pgm,512,512,2.0,50,90,29.836672,1.425888,20.92
jetplane.pgm,512,512,2.0,50,100,30.824863,1.427328,21.59
jetplane.pgm,512,512,2.0,50,110,37.021793,1.430400,25.88
jetplane.pgm,512,512,2.0,50,120,32.502335,1.434016,22.66
jetplane.pgm,512,512,2.0,50,130,29.862976,1.425632,20.94
jetplane.pgm,512,512,2.0,60,80,29.671360,1.416640,20.94
jetplane.pgm,512,512,2.0,60,90,29.799616,1.420928,20.97
jetplane.pgm,512,512,2.0,60,100,30.966881,1.452032,21.32
jetplane.pgm,512,512,2.0,60,110,31.084673,1.471808,21.12
jetplane.pgm,512,512,2.0,60,120,35.901920,1.545856,23.22
jetplane.pgm,512,512,2.0,60,130,29.859520,1.416512,21.07
jetplane.pgm,512,512,2.0,70,80,29.986431,1.428992,20.98
jetplane.pgm,512,512,2.0,70,90,29.945312,1.429888,20.94
jetplane.pgm,512,512,2.0,70,100,30.860512,1.449536,21.28
jetplane.pgm,512,512,2.0,70,110,32.197887,1.426080,22.57
jetplane.pgm,512,512,2.0,70,120,31.184128,1.459008,21.37
jetplane.pgm,512,512,2.0,70,130,29.537312,1.440512,20.50
jetplane.pgm,512,512,2.25,20,80,38.172607,1.442848,26.45
jetplane.pgm,512,512,2.25,20,90,31.136576,1.432576,21.73
jetplane.pgm,512,512,2.25,20,100,30.707199,1.441984,21.29
jetplane.pgm,512,512,2.25,20,110,30.021120,1.434080,20.93
jetplane.pgm,512,512,2.25,20,120,30.953407,1.430624,21.63
jetplane.pgm,512,512,2.25,20,130,30.992960,1.419392,21.83
jetplane.pgm,512,512,2.25,30,80,38.844193,1.500192,25.89
jetplane.pgm,512,512,2.25,30,90,29.922432,1.433824,20.86
jetplane.pgm,512,512,2.25,30,100,31.044001,1.451200,21.39
jetplane.pgm,512,512,2.25,30,110,31.285984,1.448096,21.60
jetplane.pgm,512,512,2.25,30,120,30.096640,1.433728,20.99
jetplane.pgm,512,512,2.25,30,130,29.888577,1.430496,20.89
jetplane.pgm,512,512,2.25,40,80,30.715391,1.448768,21.20
jetplane.pgm,512,512,2.25,40,90,29.884672,1.445984,20.66
jetplane.pgm,512,512,2.25,40,100,29.972160,1.417184,21.14
jetplane.pgm,512,512,2.25,40,110,31.392704,1.448064,21.67
jetplane.pgm,512,512,2.25,40,120,31.197023,1.424128,21.90
jetplane.pgm,512,512,2.25,40,130,29.827168,1.442624,20.67
jetplane.pgm,512,512,2.25,50,80,29.680449,1.412320,21.01
jetplane.pgm,512,512,2.25,50,90,37.425121,1.438240,26.02
jetplane.pgm,512,512,2.25,50,100,30.175808,1.404320,21.48
jetplane.pgm,512,512,2.25,50,110,31.198944,1.452960,21.47
jetplane.pgm,512,512,2.25,50,120,33.721375,1.444832,23.33
jetplane.pgm,512,512,2.25,50,130,31.265247,1.438752,21.73
jetplane.pgm,512,512,2.25,60,80,31.136576,1.428960,21.78
jetplane.pgm,512,512,2.25,60,90,37.466335,1.464032,25.59
jetplane.pgm,512,512,2.25,60,100,35.329887,1.442528,24.49
jetplane.pgm,512,512,2.25,60,110,30.923649,1.462272,21.14
jetplane.pgm,512,512,2.25,60,120,30.909409,1.494880,20.67
jetplane.pgm,512,512,2.25,60,130,30.805153,1.451040,21.22
jetplane.pgm,512,512,2.25,70,80,31.038336,1.404544,22.09
jetplane.pgm,512,512,2.25,70,90,31.057089,1.442784,21.52
jetplane.pgm,512,512,2.25,70,100,31.334496,1.424448,21.99
jetplane.pgm,512,512,2.25,70,110,30.929089,1.431008,21.61
jetplane.pgm,512,512,2.25,70,120,30.014400,1.410976,21.27
jetplane.pgm,512,512,2.25,70,130,31.041632,1.431264,21.68
jetplane.pgm,512,512,2.5,20,80,31.161440,1.439456,21.64
jetplane.pgm,512,512,2.5,20,90,38.108288,1.439040,26.48
jetplane.pgm,512,512,2.5,20,100,31.223871,1.448352,21.55
jetplane.pgm,512,512,2.5,20,110,29.507809,1.443488,20.44
jetplane.pgm,512,512,2.5,20,120,29.899712,1.452064,20.59
jetplane.pgm,512,512,2.5,20,130,30.114689,1.420800,21.19
jetplane.pgm,512,512,2.5,30,80,31.265793,1.453472,21.51
jetplane.pgm,512,512,2.5,30,90,30.078688,1.430976,21.01
jetplane.pgm,512,512,2.5,30,100,30.081823,1.454080,20.68
jetplane.pgm,512,512,2.5,30,110,31.151104,1.461120,21.32
jetplane.pgm,512,512,2.5,30,120,30.836288,1.432832,21.52
jetplane.pgm,512,512,2.5,30,130,30.058784,1.447712,20.76
jetplane.pgm,512,512,2.5,40,80,30.985825,1.442464,21.48
jetplane.pgm,512,512,2.5,40,90,30.970816,1.456288,21.26
jetplane.pgm,512,512,2.5,40,100,29.776993,1.415104,21.04
jetplane.pgm,512,512,2.5,40,110,30.910912,1.445504,21.38
jetplane.pgm,512,512,2.5,40,120,30.965183,1.424672,21.73
jetplane.pgm,512,512,2.5,40,130,29.803648,1.416608,21.03
jetplane.pgm,512,512,2.5,50,80,29.922464,1.437376,20.81
jetplane.pgm,512,512,2.5,50,90,29.879328,1.417280,21.08
jetplane.pgm,512,512,2.5,50,100,30.917152,1.435072,21.54
jetplane.pgm,512,512,2.5,50,110,30.929184,1.446848,21.37
jetplane.pgm,512,512,2.5,50,120,30.970367,1.433760,21.60
jetplane.pgm,512,512,2.5,50,130,30.311935,1.415648,21.41
jetplane.pgm,512,512,2.5,60,80,30.803871,1.435072,21.46
jetplane.pgm,512,512,2.5,60,90,29.808928,1.428000,20.87
jetplane.pgm,512,512,2.5,60,100,29.947264,1.414208,21.17
jetplane.pgm,512,512,2.5,60,110,29.875744,1.427264,20.93
jetplane.pgm,512,512,2.5,60,120,30.857121,1.443680,21.37
jetplane.pgm,512,512,2.5,60,130,29.975008,1.419552,21.11
jetplane.pgm,512,512,2.5,70,80,36.966015,1.434912,25.76
jetplane.pgm,512,512,2.5,70,90,29.599264,1.423200,20.79
jetplane.pgm,512,512,2.5,70,100,31.104353,1.456160,21.36
jetplane.pgm,512,512,2.5,70,110,30.827232,1.445152,21.33
jetplane.pgm,512,512,2.5,70,120,37.228542,1.429024,26.05
jetplane.pgm,512,512,2.5,70,130,31.178783,1.456800,21.40
lake.pgm,512,512,0.5,20,80,29.686815,1.408640,21.07
lake.pgm,512,512,0.5,20,90,30.154783,1.445888,20.85
lake.pgm,512,512,0.5,20,100,29.952641,1.412608,21.20
lake.pgm,512,512,0.5,20,110,31.033537,1.450880,21.38
lake.pgm,512,512,0.5,20,120,29.812704,1.417632,21.02
lake.pgm,512,512,0.5,20,130,35.564350,1.444352,24.62
lake.pgm,512,512,0.5,30,80,30.891359,1.442944,21.40
lake.pgm,512,512,0.5,30,90,29.555201,1.418528,20.83
lake.pgm,512,512,0.5,30,100,29.701599,1.423904,20.85
lake.pgm,512,512,0.5,30,110,30.546368,1.438880,21.22
lake.pgm,512,512,0.5,30,120,30.023872,1.439552,20.85
lake.pgm,512,512,0.5,30,130,36.655457,1.448256,25.31
lake.pgm,512,512,0.5,40,80,31.202368,1.421536,21.94
lake.pgm,512,512,0.5,40,90,31.288033,1.416864,22.08
lake.pgm,512,512,0.5,40,100,30.062912,1.408032,21.35
lake.pgm,512,512,0.5,40,110,31.212353,1.467200,21.27
lake.pgm,512,512,0.5,40,120,29.863487,1.433088,20.83
lake.pgm,512,512,0.5,40,130,29.906561,1.438208,20.79
lake.pgm,512,512,0.5,50,80,31.132193,1.430912,21.75
lake.pgm,512,512,0.5,50,90,36.465118,1.458464,25.00
lake.pgm,512,512,0.5,50,100,30.842943,1.433664,21.51
lake.pgm,512,512,0.5,50,110,30.769440,1.427680,21.55
lake.pgm,512,512,0.5,50,120,37.628574,1.459040,25.78
lake.pgm,512,512,0.5,50,130,30.147776,1.444032,20.87
lake.pgm,512,512,0.5,60,80,36.360542,1.429120,25.44
lake.pgm,512,512,0.5,60,90,30.071457,1.437408,20.92
lake.pgm,512,512,0.5,60,100,35.261055,1.460256,24.14
lake.pgm,512,512,0.5,60,110,30.186176,1.432288,21.07
lake.pgm,512,512,0.5,60,120,30.779392,1.424320,21.60
lake.pgm,512,512,0.5,60,130,29.811457,1.425440,20.91
lake.pgm,512,512,0.5,70,80,30.906528,1.428544,21.63
lake.pgm,512,512,0.5,70,90,30.905312,1.445216,21.38
lake.pgm,512,512,0.5,70,100,38.925697,1.485600,26.20
lake.pgm,512,512,0.5,70,110,30.911776,1.422880,21.72
lake.pgm,512,512,0.5,70,120,30.057888,1.409824,21.32
lake.pgm,512,512,0.5,70,130,29.778976,1.414560,21.05
lake.pgm,512,512,0.75,20,80,30.843937,1.460032,21.12
lake.pgm,512,512,0.75,20,90,29.972095,1.418976,21.12
lake.pgm,512,512,0.75,20,100,37.952415,1.469216,25.83
lake.pgm,512,512,0.75,20,110,31.230207,1.426688,21.89
lake.pgm,512,512,0.75,20,120,31.091776,1.458784,21.31
lake.pgm,512,512,0.75,20,130,35.162689,1.448992,24.26
lake.pgm,512,512,0.75,30,80,31.155296,1.459552,21.34
lake.pgm,512,512,0.75,30,90,31.114431,1.558336,19.96
lake.pgm,512,512,0.75,30,100,29.943520,1.435008,20.86
lake.pgm,512,512,0.75,30,110,29.598207,1.425760,20.75
lake.pgm,512,512,0.75,30,120,29.562559,1.410848,20.95
lake.pgm,512,512,0.75,30,130,29.975519,1.448064,20.70
lake.pgm,512,512,0.75,40,80,29.666336,1.415200,20.96
lake.pgm,512,512,0.75,40,90,30.912767,1.445376,21.38
lake.pgm,512,512,0.75,40,100,29.661024,1.435584,20.66
lake.pgm,512,512,0.75,40,110,31.236320,1.436512,21.74
lake.pgm,512,512,0.75,40,120,29.876608,1.411648,21.16
lake.pgm,512,512,0.75,40,130,29.873280,1.411744,21.16
lake.pgm,512,512,0.75,50,80,29.991713,1.434144,20.91
lake.pgm,512,512,0.75,50,90,35.959679,1.421984,25.28
lake.pgm,512,512,0.75,50,100,36.352192,1.465632,24.80
lake.pgm,512,512,0.75,50,110,29.654337,1.428032,20.76
lake.pgm,512,512,0.75,50,120,37.051361,1.442112,25.69
lake.pgm,512,512,0.75,50,130,30.161695,1.445664,20.86
lake.pgm,512,512,0.75,60,80,30.100256,1.428160,21.07
lake.pgm,512,512,0.75,60,90,31.185472,1.442208,21.62
lake.pgm,512,512,0.75,60,100,30.075104,1.418912,21.19
lake.pgm,512,512,0.75,60,110,29.632353,1.417632,20.90
lake.pgm,512,512,0.75,60,120,31.095167,1.449632,21.45
lake.pgm,512,512,0.75,60,130,31.372192,1.418176,22.12
lake.pgm,512,512,0.75,70,80,31.243008,1.465728,21.31
lake.pgm,512,512,0.75,70,90,30.918625,1.430112,21.61
lake.pgm,512,512,0.75,70,100,30.852961,1.447296,21.31
lake.pgm,512,512,0.75,70,110,30.860224,1.466496,21.04
lake.pgm,512,512,0.75,70,120,29.930464,1.416704,21.12
lake.pgm,512,512,0.75,70,130,29.704767,1.448224,20.51
lake.pgm,512,512,1.0,20,80,31.063360,1.430912,21.70
lake.pgm,512,512,1.0,20,90,31.036928,1.416896,21.90
lake.pgm,512,512,1.0,20,100,29.958273,1.428544,20.97
lake.pgm,512,512,1.0,20,110,36.524288,1.427008,25.59
lake.pgm,512,512,1.0,20,120,30.432257,1.446944,21.03
lake.pgm,512,512,1.0,20,130,29.655457,1.425504,20.80
lake.pgm,512,512,1.0,30,80,29.729759,1.421472,20.91
lake.pgm,512,512,1.0,30,90,29.896128,1.425696,20.96
lake.pgm,512,512,1.0,30,100,29.615744,1.435904,20.62
lake.pgm,512,512,1.0,30,110,30.027201,1.441216,20.83
lake.pgm,512,512,1.0,30,120,38.108929,1.532640,24.86
lake.pgm,512,512,1.0,30,130,30.991903,1.450912,21.36
lake.pgm,512,512,1.0,40,80,30.899328,1.427552,21.64
lake.pgm,512,512,1.0,40,90,30.750528,1.443392,21.30
lake.pgm,512,512,1.0,40,100,32.257633,1.419872,22.71
lake.pgm,512,512,1.0,40,110,29.544256,1.444960,20.44
lake.pgm,512,512,1.0,40,120,39.261761,1.471168,26.68
lake.pgm,512,512,1.0,40,130,30.215744,1.445184,20.90
lake.pgm,512,512,1.0,50,80,36.975361,1.452544,25.45
lake.pgm,512,512,1.0,50,90,30.771105,1.432448,21.48
lake.pgm,512,512,1.0,50,100,29.713024,1.425856,20.83
lake.pgm,512,512,1.0,50,110,37.748543,1.450432,26.02
lake.pgm,512,512,1.0,50,120,29.891136,1.535008,19.47
lake.pgm,512,512,1.0,50,130,30.965311,1.444864,21.43
lake.pgm,512,512,1.0,60,80,31.084736,1.455840,21.35
lake.pgm,512,512,1.0,60,90,29.560608,1.422592,20.77
lake.pgm,512,512,1.0,60,100,37.010017,1.434176,25.80
lake.pgm,512,512,1.0,60,110,31.186497,1.437056,21.70
lake.pgm,512,512,1.0,60,120,31.062241,1.445696,21.48
lake.pgm,512,512,1.0,60,130,30.945185,1.433376,21.58
lake.pgm,512,512,1.0,70,80,30.916096,1.461632,21.15
lake.pgm,512,512,1.0,70,90,29.744801,1.417888,20.97
lake.pgm,512,512,1.0,70,100,30.020767,1.411712,21.26
lake.pgm,512,512,1.0,70,110,30.986431,1.423296,21.77
lake.pgm,512,512,1.0,70,120,30.783327,1.411552,21.80
lake.pgm,512,512,1.0,70,130,29.962015,1.455616,20.58
lake.pgm,512,512,1.25,20,80,31.133823,1.439424,21.62
lake.pgm,512,512,1.25,20,90,31.163649,1.442816,21.59
lake.pgm,512,512,1.25,20,100,31.226303,1.408704,22.16
lake.pgm,512,512,1.25,20,110,29.895552,1.406816,21.25
lake.pgm,512,512,1.25,20,120,31.185888,1.485728,20.99
lake.pgm,512,512,1.25,20,130,37.529022,1.452640,25.83
lake.pgm,512,512,1.25,30,80,30.008863,1.417536,21.16
lake.pgm,512,512,1.25,30,90,29.921984,1.436448,20.83
lake.pgm,512,512,1.25,30,100,31.018175,1.436832,21.58
lake.pgm,512,512,1.25,30,110,37.280865,1.426816,26.12
lake.pgm,512,512,1.25,30,120,30.200096,1.415616,21.33
lake.pgm,512,512,1.25,30,130,37.304447,1.459456,25.56
lake.pgm,512,512,1.25,40,80,30.993568,1.423456,21.77
lake.pgm,512,512,1.25,40,90,36.607742,1.420192,25.77
lake.pgm,512,512,1.25,40,100,30.013536,1.460032,20.55
lake.pgm,512,512,1.25,40,110,29.761633,1.402688,21.21
lake.pgm,512,512,1.25,40,120,29.737087,1.449920,20.50
lake.pgm,512,512,1.25,40,130,29.892960,1.424224,20.98
lake.pgm,512,512,1.25,50,80,33.011456,1.449216,22.77
lake.pgm,512,512,1.25,50,90,36.826912,1.427872,25.79
lake.pgm,512,512,1.25,50,100,30.672417,1.439744,21.30
lake.pgm,512,512,1.25,50,110,29.800640,1.420832,20.97
lake.pgm,512,512,1.25,50,120,29.902143,1.417472,21.09
lake.pgm,512,512,1.25,50,130,38.186081,1.456000,26.22
lake.pgm,512,512,1.25,60,80,29.873632,1.421216,21.01
lake.pgm,512,512,1.25,60,90,29.960032,1.421184,21.08
lake.pgm,512,512,1.25,60,100,30.866848,1.428224,21.61
lake.pgm,512,512,1.25,60,110,31.300512,1.451776,21.56
lake.pgm,512,512,1.25,60,120,29.901377,1.428896,20.92
lake.pgm,512,512,1.25,60,130,37.737984,1.435936,26.28
lake.pgm,512,512,1.25,70,80,30.781281,1.465632,21.00
lake.pgm,512,512,1.25,70,90,37.403744,1.448928,25.81
lake.pgm,512,512,1.25,70,100,31.427551,1.422336,22.09
lake.pgm,512,512,1.25,70,110,31.000256,1.430848,21.66
lake.pgm,512,512,1.25,70,120,29.627968,1.414848,20.94
lake.pgm,512,512,1.25,70,130,37.329376,1.460704,25.55
lake.pgm,512,512,1.5,20,80,30.843103,1.424192,21.65
lake.pgm,512,512,1.5,20,90,29.599585,1.431968,20.67
lake.pgm,512,512,1.5,20,100,31.076128,1.444928,21.50
lake.pgm,512,512,1.5,20,110,29.892096,1.448640,20.63
lake.pgm,512,512,1.5,20,120,31.241344,1.463136,21.35
lake.pgm,512,512,1.5,20,130,36.708927,1.445696,25.39
lake.pgm,512,512,1.5,30,80,30.990047,1.441952,21.49
lake.pgm,512,512,1.5,30,90,29.609695,1.443808,20.50
lake.pgm,512,512,1.5,30,100,29.976864,1.425824,21.02
lake.pgm,512,512,1.5,30,110,31.210016,1.450240,21.52
lake.pgm,512,512,1.5,30,120,29.466688,1.408672,20.91
lake.pgm,512,512,1.5,30,130,29.621281,1.438848,20.58
lake.pgm,512,512,1.5,40,80,30.192160,1.412864,21.36
lake.pgm,512,512,1.5,40,90,31.078913,1.428320,21.75
lake.pgm,512,512,1.5,40,100,29.929632,1.424672,21.00
lake.pgm,512,512,1.5,40,110,30.758656,1.416512,21.71
lake.pgm,512,512,1.5,40,120,29.834305,1.421504,20.98
lake.pgm,512,512,1.5,40,130,29.571104,1.441024,20.52
lake.pgm,512,512,1.5,50,80,30.918528,1.441024,21.45
lake.pgm,512,512,1.5,50,90,36.923138,1.510016,24.45
lake.pgm,512,512,1.5,50,100,34.897182,1.439136,24.24
lake.pgm,512,512,1.5,50,110,29.560961,1.416416,20.87
lake.pgm,512,512,1.5,50,120,29.840799,1.438432,20.74
lake.pgm,512,512,1.5,50,130,30.866207,1.451168,21.26
lake.pgm,512,512,1.5,60,80,29.723425,1.438848,20.65
lake.pgm,512,512,1.5,60,90,29.832096,1.410560,21.14
lake.pgm,512,512,1.5,60,100,29.923872,1.424128,21.01
lake.pgm,512,512,1.5,60,110,29.838593,1.446528,20.62
lake.pgm,512,512,1.5,60,120,29.659584,1.439808,20.59
lake.pgm,512,512,1.5,60,130,31.477247,1.433536,21.95
lake.pgm,512,512,1.5,70,80,29.938080,1.434208,20.87
lake.pgm,512,512,1.5,70,90,31.017183,1.439328,21.54
lake.pgm,512,512,1.5,70,100,30.077761,1.419104,21.19
lake.pgm,512,512,1.5,70,110,29.835520,1.434080,20.80
lake.pgm,512,512,1.5,70,120,36.269184,1.454592,24.93
